X,Y,Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source,ObjectId
3336434.38220875,-210966.628879948,Rwanda,North,Rutonde Secondary Health Post,Secondary Health Post,Public,-1.8948,29.9716999999999,Geonames,434
3346241.62934763,-202056.400472608,Rwanda,North,Rutongo District Hospital,District Hospital,Public,-1.8148,30.0597999999999,GPS,435
3359510.91265019,-192433.796018051,Rwanda,North,Ruvune Health Centre,Health Centre,Public,-1.7284,30.1789999999999,Geonames,436
3330946.33131265,-207112.905602751,Rwanda,North,Rwahi Health Centre,Health Centre,Public,-1.8602,29.9224,GPS,437
3324434.14110124,-195808.338966468,Rwanda,North,Rwankuba Health Centre,Health Centre,Public,-1.7587,29.8639,GPS,438
3305409.64012467,-172009.460061392,Rwanda,North,Rwaza Health Centre,Health Centre,Public,-1.545,29.693,GPS,439
3325057.53024967,-167154.214513204,Rwanda,North,Rwerere Health Centre,Health Centre,Public,-1.5014,29.8694999999999,GPS,440
3359243.7458723,-200330.089844773,Rwanda,North,Rwesero Health Centre,Health Centre,Public,-1.7993,30.1766,GPS,441
3312222.39296122,-176497.309989697,Rwanda,North,Sereri Health Post,Health Post,Public,-1.5853,29.7542,GPS,442
3289769.25166821,-166998.313752922,Rwanda,North,Shingiro Health Centre,Health Centre,Public,-1.5,29.5524999999999,GPS,443
3337425.12567681,-207770.038002864,Rwanda,North,Shyorongi Health Centre,Health Centre,Public,-1.8661,29.9805999999999,GPS,444
3335399.11094437,-206466.913182123,Rwanda,North,Shyorongi Secondary Health Post,Secondary Health Post,Public,-1.8544,29.9623999999999,Geonames,445
3368761.56233512,-200385.77705471,Rwanda,North,Tanda Health Centre,Health Centre,Public,-1.7998,30.2621,GPS,446
3327128.07277844,-185328.497675733,Rwanda,North,Tare Health Centre,Health Centre,Public,-1.6646,29.8881,GPS,447
3333395.3601101,-189538.191568281,Rwanda,North,Tumba Health Centre,Health Centre,Public,-1.7024,29.9444,GPS,448
3310474.67695575,-306435.665380025,Rwanda,South,Agahabwa Health Centre,Health Centre,Public,-2.7517,29.7384999999999,Other,449
3282811.78349363,-273205.879421115,Rwanda,South,Bugarama Health Post,Health Post,Public,-2.4535,29.4899999999999,GPS,450
3311409.76067843,-296249.704845155,Rwanda,South,Bukomeye (Mukura) Fosacom Community-owned health facility,Health Post,CBO,-2.6603,29.7469,Geonames,451
3307992.25231108,-218897.077793923,Rwanda,South,Buramba Health Centre,Health Centre,Public,-1.966,29.7162,GPS,452
3268562.88867209,-272916.183460047,Rwanda,South,Buruhukiro Health Centre,Health Centre,Public,-2.4509,29.3619999999999,GPS,453
3331848.01918806,-254944.968169632,Rwanda,South,Busoro Health Centre,Health Centre,Public,-2.2896,29.9304999999999,GPS,454
3305409.64012467,-296818.047940528,Rwanda,South,Busoro-Gishamvu Health Centre,Health Centre,Public,-2.6654,29.693,GPS,455
3310697.31593735,-290443.823951405,Rwanda,South,Butare (CUSP) Health Centre,Health Centre,Public,-2.6082,29.7405,GPS,456
3310107.32263614,-290867.277324913,Rwanda,South,Butare CHU National Referral Hospital,National Referral Hospital,Public,-2.612,29.7351999999999,GPS,457
3311020.14246065,-240061.481911239,Rwanda,South,Byimana Health Centre,Health Centre,Public,-2.156,29.7434,GPS,458
3292852.80156319,-302468.175761361,Rwanda,South,Coko Health Centre,Health Centre,Public,-2.7161,29.5802,GPS,459
3296069.93484712,-305220.887786244,Rwanda,South,Cyahinda Health Centre,Health Centre,Public,-2.7408,29.6091,GPS,460
3295413.14985144,-271768.547292138,Rwanda,South,Cyanika (Nyamagabe) Health Centre,Health Centre,Public,-2.4406,29.6032,GPS,461
3307791.87722765,-265662.824140147,Rwanda,South,Cyaratsi Health Centre,Health Centre,Public,-2.3858,29.7144,GPS,462
3336189.47932901,-243548.286279841,Rwanda,South,Cyeru Health Centre,Health Centre,Public,-2.1873,29.9695,GPS,463
3319825.5141824,-255357.1799014,Rwanda,South,Gahombo Health Centre,Health Centre,Public,-2.2933,29.8225,GPS,464
3330423.12970592,-261640.756584746,Rwanda,South,Gakoma District Hospital,District Hospital,Public,-2.3497,29.9177,GPS,465
3330423.12970592,-261640.756584746,Rwanda,South,Gakoma Health Centre,Health Centre,Public,-2.3497,29.9177,GPS,466
3305042.28580504,-193335.896245997,Rwanda,South,Gasagara (ex-birehe) Health Centre,Health Centre,Public,-1.7365,29.6896999999999,GPS,467
3316686.30454203,-212882.381151408,Rwanda,South,Gasovu Health Centre,Health Centre,Public,-1.912,29.7943,GPS,468
3311443.15652566,-255691.406412367,Rwanda,South,Gatagara (Nyanza) Health Centre,Health Centre,Public,-2.2963,29.7471999999999,GPS,469
3335298.92340267,-216446.622641971,Rwanda,South,Gihara Health Centre,Health Centre,Public,-1.944,29.9615,GPS,470
3302971.74327629,-228264.800401215,Rwanda,South,Gikomero (Kabgayi) Health Centre,Health Centre,Public,-2.0501,29.6710999999999,Geonames,471
3323465.66153134,-276604.278107837,Rwanda,South,Gikonko (Gisagara) Health Centre,Health Centre,Public,-2.484,29.8552,GPS,472
3316664.04064387,-304329.314943083,Rwanda,South,Gikore Health Centre,Health Centre,Public,-2.7328,29.7941,GPS,473
3321539.83434062,-289418.62634153,Rwanda,South,Gisagara Health Centre,Health Centre,Public,-2.599,29.8379,GPS,474
3325491.67626378,-287925.417096433,Rwanda,South,Gishubi Health Centre,Health Centre,Public,-2.5856,29.8734,GPS,475
3301257.42311808,-236697.284978343,Rwanda,South,Gishweru Health Centre,Health Centre,Public,-2.1258,29.6557,GPS,476
3315239.15116172,-231038.452705571,Rwanda,South,Gitarama Health Centre,Health Centre,Public,-2.075,29.7813,GPS,477
3305276.05673572,-205854.336118444,Rwanda,South,Gitega (Kibangu) Health Centre,Health Centre,Public,-1.8489,29.6918,GPS,478
3319391.36816831,-268782.505948471,Rwanda,South,Gitovu (Kinazi) Fosacom Community-owned health facility,Health Post,CBO,-2.4138,29.8186,Geonames,479
3304997.75800873,-250199.039059933,Rwanda,South,Gitwe District Hospital,District Hospital,Public,-2.247,29.6892999999999,GPS,480
3305075.68165229,-249530.609524358,Rwanda,South,Gitwe Health Centre,Health Centre,Public,-2.241,29.69,GPS,481
3312600.87922992,-260838.583854709,Rwanda,South,Hanika I (Nyanza) Health Centre,Health Centre,Public,-2.3425,29.7576,GPS,482
3292073.56512764,-254532.757502171,Rwanda,South,Jenda (Nyamagabe) Health Centre,Health Centre,Public,-2.2859,29.5732,GPS,483
3311821.64279435,-234324.563203304,Rwanda,South,Kabgayi District Hospital,District Hospital,Public,-2.1045,29.7505999999999,GPS,484
3312033.14982687,-234023.797975963,Rwanda,South,Kabgayi Health Centre,Health Centre,Public,-2.1018,29.7525,GPS,485
3297661.80356546,-294098.9375097,Rwanda,South,Kabilizi Health Centre,Health Centre,Public,-2.641,29.6234,GPS,486
3332660.65147085,-209863.966152496,Rwanda,South,Kabuga (Ntamba Kamonyi) Health Centre,Health Centre,Public,-1.8849,29.9377999999999,GPS,487
3331458.4009703,-246389.027277301,Rwanda,South,Kabuga (Rugango) Health Post,Health Post,Public,-2.2128,29.927,Geonames,488
3311454.28847474,-290343.532550393,Rwanda,South,Kabutare District Hospital,District Hospital,Public,-2.6073,29.7472999999999,GPS,489
3286841.54906034,-259813.591365457,Rwanda,South,Kaduha District Hospital,District Hospital,Public,-2.3333,29.5261999999999,GPS,490
3286696.83372231,-259780.167810377,Rwanda,South,Kaduha Health Centre,Health Centre,Public,-2.333,29.5248999999999,GPS,491
3329076.16386732,-223174.313480987,Rwanda,South,Kamonyi (gacurabwenge) Health Centre,Health Centre,Public,-2.0044,29.9056,GPS,492
3311843.90669252,-300807.660135871,Rwanda,South,Kansi Health Centre,Health Centre,Public,-2.7012,29.7508,GPS,493
3299921.58922855,-290878.420852035,Rwanda,South,Karama (huye) Health Centre,Health Centre,Public,-2.6121,29.6436999999999,GPS,494
3300689.69371504,-247803.845884481,Rwanda,South,Karambi (ruhango) Health Centre,Health Centre,Public,-2.2255,29.6506,GPS,495
3328430.51082071,-211245.080059168,Rwanda,South,Karangara Health Centre,Health Centre,Public,-1.8973,29.8997999999999,GPS,496
3323421.13373502,-212615.065732368,Rwanda,South,Kayenzi Health Centre,Health Centre,Public,-1.9096,29.8548,GPS,497
3323922.07144359,-304240.15798587,Rwanda,South,Kibayi Health Centre,Health Centre,Public,-2.732,29.8593,GPS,498
3289847.17531177,-294656.127902749,Rwanda,South,Kibeho Health Centre,Health Centre,Public,-2.646,29.5532,GPS,499
3315428.39429607,-295001.587074675,Rwanda,South,Kibilizi (gisagara) Health Centre,Health Centre,Public,-2.6491,29.783,GPS,500
3327873.91336676,-265651.682533681,Rwanda,South,Kibilizi (nyanza) Health Centre,Health Centre,Public,-2.3857,29.8948,GPS,501
3315472.92209238,-294945.86779493,Rwanda,South,Kibilizi District Hospital,District Hospital,Public,-2.6486,29.7834,GPS,502
3290604.14784916,-271133.451447204,Rwanda,South,Kibirizi (Nyamagabe) Health Centre,Health Centre,Public,-2.4349,29.5599999999999,GPS,503
3278325.60801467,-267389.782958899,Rwanda,South,Kibumbwe Health Centre,Health Centre,Public,-2.4013,29.4497,GPS,504
3310318.82966866,-309589.681190831,Rwanda,South,Kigembe Health Centre,Health Centre,Public,-2.78,29.7371,GPS,505
3286797.02126404,-276080.585350595,Rwanda,South,Kigeme District Hospital,District Hospital,Public,-2.4793,29.5258,GPS,506
3328942.58047836,-211334.184521496,Rwanda,South,Nyamiyaga (Kamonyi) Health Centre,Health Centre,Public,-1.8981,29.9043999999999,Geonames,507
3325391.48872205,-261161.680707631,Rwanda,South,Nyamiyaga (Nyanza) Health Centre,Health Centre,Public,-2.3454,29.8724999999999,GPS,508
3322686.42509578,-261562.767388009,Rwanda,South,Nyamure Health Centre,Health Centre,Public,-2.349,29.8481999999999,GPS,509
3290114.34208967,-287669.121575181,Rwanda,South,Nyamyumba Health Centre,Health Centre,Public,-2.5833,29.5555999999999,GPS,510
3300956.86049293,-303794.374090496,Rwanda,South,Nyantanga Health Centre,Health Centre,Public,-2.728,29.6529999999999,GPS,511
3311676.92745633,-261963.855102152,Rwanda,South,Nyanza District Hospital,District Hospital,Public,-2.3526,29.7493,GPS,512
3311610.13576185,-261952.713762786,Rwanda,South,Nyanza Health Centre,Health Centre,Public,-2.3525,29.7486999999999,GPS,513
3325547.33600916,-249920.526420081,Rwanda,South,Nyarurama Health Centre,Health Centre,Public,-2.2445,29.8738999999999,GPS,514
3304385.50080937,-232943.275334425,Rwanda,South,Nyarusange (muhanga) Health Centre,Health Centre,Public,-2.0921,29.6838,GPS,515
3304986.62605966,-261618.473953118,Rwanda,South,Nyarusange (nyanza) Health Centre,Health Centre,Public,-2.3495,29.6892,GPS,516
3292563.37088713,-281395.596682403,Rwanda,South,Nyarusiza Health Centre,Health Centre,Public,-2.527,29.5776,GPS,517
3273750.37694307,-255680.265517368,Rwanda,South,Nyarwungo Health Centre,Health Centre,Public,-2.2962,29.4086,GPS,518
3311287.30923855,-293853.77444755,Rwanda,South,Rango Health Centre,Health Centre,Public,-2.6388,29.7457999999999,GPS,519
3329554.83767773,-215856.290506311,Rwanda,South,Remera Rukoma District Hospital,District Hospital,Public,-1.9387,29.9099,GPS,520
3336545.70169955,-224756.024901547,Rwanda,South,Remera Rukoma Health Centre,Health Centre,Public,-2.0186,29.9727,Geonames,521
3313780.86583233,-275824.310849581,Rwanda,South,Rubona (huye) Health Centre,Health Centre,Public,-2.477,29.7682,GPS,522
3270722.48679348,-263713.055313155,Rwanda,South,Rugege Health Centre,Health Centre,Public,-2.3683,29.3813999999999,GPS,523
3305732.46664797,-216947.849494919,Rwanda,South,Rugendabali Health Centre,Health Centre,Public,-1.9485,29.6959,Geonames,524
3315250.2831108,-247191.127672811,Rwanda,South,Ruhango Health Centre,Health Centre,Public,-2.22,29.7814,GPS,525
3329065.03191824,-244261.252008436,Rwanda,South,Ruhango Provincial Hospital,Provincial Hospital,Public,-2.1937,29.9055,GPS,526
3309450.53764046,-276125.154874491,Rwanda,South,Ruhashya Health Centre,Health Centre,Public,-2.4797,29.7292999999999,GPS,527
3278804.28182508,-305978.729387922,Rwanda,South,Ruheru Health Centre,Health Centre,Public,-2.7476,29.454,GPS,528
3287821.16057933,-309567.391061937,Rwanda,South,Runyombyi Health Centre,Health Centre,Public,-2.7798,29.535,GPS,529
3288333.23023698,-285039.333405025,Rwanda,South,Ruramba Health Centre,Health Centre,Public,-2.5597,29.5396,GPS,530
3314471.04667524,-270788.049572135,Rwanda,South,Rusatira-kinazi Health Centre,Health Centre,Public,-2.4318,29.7744,GPS,531
3317331.95758863,-219832.714625355,Rwanda,South,Rutobwe Health Centre,Health Centre,Public,-1.9744,29.8001,GPS,532
3320671.54231243,-270019.25469793,Rwanda,South,Ruyenzi Health Centre,Health Centre,Public,-2.4249,29.8301,GPS,533
3307869.8008712,-273807.557448457,Rwanda,South,Rwaniro Health Centre,Health Centre,Public,-2.4589,29.7151,GPS,534
3314137.08820286,-283501.598381092,Rwanda,South,Save Health Centre,Health Centre,Public,-2.5459,29.7714,GPS,535
3279872.94893669,-287513.115833017,Rwanda,South,Shaba (Nyamagabe) Health Centre,Health Centre,Public,-2.5819,29.4636,Geonames,536
3314816.1370967,-236686.145363251,Rwanda,South,Shyogwe Health Centre,Health Centre,Public,-2.1257,29.7775,GPS,537
3302559.86116036,-279913.613879271,Rwanda,South,Simbi Health Centre,Health Centre,Public,-2.5137,29.6674,GPS,538
3308938.46798281,-285496.199895588,Rwanda,South,Sovu Health Centre,Health Centre,Public,-2.5638,29.7246999999999,GPS,539
3278325.60801467,-275144.628457609,Rwanda,South,Uwinkingi Health Centre,Health Centre,Public,-2.4709,29.4497,GPS,540
3274151.12710991,-186364.208457852,Rwanda,West,Arusha Health Centre,Health Centre,Public,-1.6739,29.4121999999999,GPS,541
3275431.30125404,-180851.610147533,Rwanda,West,Bigogwe Health Centre,Health Centre,Public,-1.6244,29.4237,GPS,542
3269241.93756593,-243693.107196996,Rwanda,West,Bigugu Health Centre,Health Centre,Public,-2.1886,29.3680999999999,Geonames,543
3282722.727901,-247503.056658937,Rwanda,West,Biguhu Health Centre,Health Centre,Public,-2.2228,29.4892,GPS,544
3286385.13914809,-238802.685226672,Rwanda,West,Birambo Health Centre,Health Centre,Public,-2.1447,29.5220999999999,GPS,545
3286719.09762047,-188346.550344806,Rwanda,West,Birembo Health Centre,Health Centre,Public,-1.6917,29.5250999999999,GPS,546
3263486.71989193,-206088.228954795,Rwanda,West,Biruyi Health Centre,Health Centre,Public,-1.851,29.3164,GPS,547
3265657.44996238,-242467.703393199,Rwanda,West,Bisesero (Karongi) Health Centre,Health Centre,Public,-2.1776,29.3358999999999,GPS,548
3273850.56448478,-205720.683193367,Rwanda,West,Bitenga Health Centre,Health Centre,Public,-1.8477,29.4095,GPS,549
3276388.64887487,-230782.250067593,Rwanda,West,Bubazi Health Centre,Health Centre,Public,-2.0727,29.4323,GPS,550
3229523.14325089,-294321.813397537,Rwanda,West,Bugarama (Rusizi) Health Centre,Health Centre,Public,-2.643,29.0112999999999,GPS,551
3269186.27782053,-171196.533639247,Rwanda,West,Bugeshi Health Centre,Health Centre,Public,-1.5377,29.3675999999999,GPS,552
3281898.96366913,-213116.282449686,Rwanda,West,Bungwe (Ngororero) Fosacom Community-owned health facility,Health Post,CBO,-1.9141,29.4818,Combination,553
3266659.32537952,-178579.790984462,Rwanda,West,Busasamana Health Centre,Health Centre,Public,-1.604,29.3448999999999,GPS,554
3226651.10038842,-272704.482921291,Rwanda,West,Bushenge Health Centre,Health Centre,Public,-2.449,28.9854999999999,GPS,555
3226684.49623567,-272269.940650576,Rwanda,West,Bushenge Provincial Hospital,Provincial Hospital,Public,-2.4451,28.9858,GPS,556
3260937.50355276,-182477.534007109,Rwanda,West,Busigari Health Centre,Health Centre,Public,-1.639,29.2935,Geonames,557
3252087.60403468,-291524.746944414,Rwanda,West,Bweyeye Health Centre,Health Centre,Public,-2.6179,29.2139999999999,GPS,558
3257720.37026883,-185161.448007836,Rwanda,West,Byahi (Rubavu) Health Centre,Health Centre,Public,-1.6631,29.2646,GPS,559
3271234.55645113,-218674.307814542,Rwanda,West,Crete Congo Nil Health Centre,Health Centre,Public,-1.964,29.3859999999999,GPS,560
3260837.31601105,-203493.147691343,Rwanda,West,Cyimbili Health Centre,Health Centre,Public,-1.8277,29.2926,GPS,561
3256885.47408788,-255813.956308833,Rwanda,West,Cyivugiza (Nyamasheke) Health Centre,Health Centre,Public,-2.2974,29.2571,Geonames,562
3257675.84247251,-186976.727897159,Rwanda,West,Gacuba Ii Health Centre,Health Centre,Public,-1.6794,29.2641999999999,GPS,563
3282633.67230836,-192812.454903302,Rwanda,West,Gakamba Health Centre,Health Centre,Public,-1.7318,29.4883999999999,GPS,564
3300366.86719174,-196242.690039028,Rwanda,West,Gashonyi Health Centre,Health Centre,CBO,-1.7626,29.6477,GPS,565
3289490.95294123,-220044.347420847,Rwanda,West,Gashubi Health Centre,Health Centre,Public,-1.9763,29.55,GPS,566
3284837.79822606,-202446.214593243,Rwanda,West,Gasiza Fosacom Community-owned health facility,Health Post,CBO,-1.8183,29.5081999999999,GPS,567
3252243.45132179,-256281.874963971,Rwanda,West,Gatare (Macuba) Health Centre,Health Centre,Public,-2.3016,29.2153999999999,GPS,568
3262718.61540545,-247814.986236742,Rwanda,West,Gatare (Twumba) Health Centre,Health Centre,Public,-2.2256,29.3095,GPS,569
3300411.39498804,-214775.876098232,Rwanda,West,Gatumba Fosacom Community-owned health facility,Health Post,CBO,-1.929,29.6480999999999,GPS,570
3225048.09972101,-275534.609775599,Rwanda,West,Giheke Health Centre,Health Centre,Public,-2.4744,28.9711,GPS,571
3218769.68044027,-276492.853960981,Rwanda,West,Gihundwe District Hospital,District Hospital,Public,-2.483,28.9147,GPS,572
