X,Y,Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source,ObjectId
3358932.05129808,-216669.389967025,Rwanda,Kigali City,Rubungo Health Centre,Health Centre,Public,-1.946,30.1738,GPS,215
3344415.98969862,-221793.111915444,Rwanda,Kigali City,Rugarama (Nyarugenge) Health Centre,Health Centre,Public,-1.992,30.0433999999999,GPS,216
3286730.22956956,-162076.35483588,Rwanda,North,Bisate Health Centre,Health Centre,Public,-1.4558,29.5252,GPS,217
3342189.59988276,-202969.680458941,Rwanda,North,Bubangu Health Centre,Health Centre,Public,-1.823,30.0233999999999,Geonames,218
3336579.09754678,-167343.522713499,Rwanda,North,Bungwe (Burera) Health Centre,Health Centre,Public,-1.5031,29.9729999999999,GPS,219
3343447.51012873,-192032.863819739,Rwanda,North,Burega Health Centre,Health Centre,Public,-1.7248,30.0347,Geonames,220
3306322.45994918,-180873.882997502,Rwanda,North,Busengo Health Centre,Health Centre,Public,-1.6246,29.7012,GPS,221
3348623.86645061,-170116.348035396,Rwanda,North,Bushara Health Centre,Health Centre,Public,-1.528,30.0811999999999,GPS,222
3310207.51017786,-177766.841605709,Rwanda,North,Bushoka Health Centre,Health Centre,Public,-1.5967,29.7361,GPS,223
3288400.02193145,-173056.246146141,Rwanda,North,Busogo Health Centre,Health Centre,Public,-1.5544,29.5401999999999,GPS,224
3321395.11900259,-156853.838721813,Rwanda,North,Butaro District Hospital,District Hospital,Public,-1.4089,29.8366,GPS,225
3321372.85510443,-156853.838721813,Rwanda,North,Butaro Health Centre,Health Centre,Public,-1.4089,29.8364,GPS,226
3340998.48133127,-188613.833784296,Rwanda,North,Buyoga Health Centre,Health Centre,Public,-1.6941,30.0126999999999,GPS,227
3356761.3212276,-175862.54680637,Rwanda,North,Bwisige Health Centre,Health Centre,Public,-1.5796,30.1542999999999,GPS,228
3345718.42774091,-176942.758880829,Rwanda,North,Byumba District Hospital,District Hospital,Public,-1.5893,30.0550999999999,GPS,229
3345796.35138447,-176875.941492206,Rwanda,North,Byumba Health Centre,Health Centre,Public,-1.5887,30.0558,GPS,230
3319836.64613148,-196476.571762507,Rwanda,North,Coko (Ruli) Health Centre,Health Centre,Public,-1.7647,29.8226,GPS,231
3304875.30656885,-176508.446201476,Rwanda,North,Cyabingo Health Centre,Health Centre,Public,-1.5854,29.6881999999999,GPS,232
3309361.48204783,-153813.915293102,Rwanda,North,Cyanika (Burera) Health Centre,Health Centre,Public,-1.3816,29.7285,GPS,233
3340786.97429877,-167443.74476155,Rwanda,North,Cyumba Health Centre,Health Centre,Public,-1.504,30.0108,Geonames,234
3306211.14045837,-161452.765179238,Rwanda,North,Gahunga Health Centre,Health Centre,Public,-1.4502,29.7001999999999,GPS,235
3306600.75867616,-168356.880884125,Rwanda,North,Gasakuza Health Post,Health Post,Public,-1.5122,29.7037,GPS,236
3311799.37889619,-171486.068757801,Rwanda,North,Gashaki Health Centre,Health Centre,Public,-1.5403,29.7503999999999,GPS,237
3300923.46464569,-161619.797971438,Rwanda,North,Gasiza (musanze) Health Centre,Health Centre,Public,-1.4517,29.6526999999999,GPS,238
3290348.11302034,-170884.72698292,Rwanda,North,Gataraga (Musanze) Health Centre,Health Centre,Public,-1.5349,29.5577,GPS,239
3331781.2274936,-168212.115171641,Rwanda,North,Gatebe Health Centre,Health Centre,Public,-1.5109,29.9299,Google Earth,240
3302281.56243337,-184671.436380777,Rwanda,North,Gatonde Health Centre,Health Centre,Public,-1.6587,29.6648999999999,GPS,241
3353432.86845289,-179125.470960592,Rwanda,North,Gisiza Health Centre,Health Centre,Public,-1.6089,30.1244,GPS,242
3313591.62269798,-154816.083958223,Rwanda,North,Gitare Health Centre,Health Centre,Public,-1.3906,29.7665,GPS,243
3364331.04660155,-199071.562963187,Rwanda,North,Giti Health Centre,Health Centre,Public,-1.788,30.2223,GPS,244
3303383.62539223,-187299.693386197,Rwanda,North,Janja Health Centre,Health Centre,Public,-1.6823,29.6748,GPS,245
3294444.67028153,-173156.470589756,Rwanda,North,Kabere Health Centre,Health Centre,Public,-1.5553,29.5945,GPS,246
3353633.24353632,-201399.286947847,Rwanda,North,Kajevuba Health Centre,Health Centre,Public,-1.8089,30.1262,GPS,247
3316675.17259295,-176931.622648044,Rwanda,North,Kamubuga Health Centre,Health Centre,Public,-1.5892,29.7942,GPS,248
3321795.86916943,-181508.660149622,Rwanda,North,Karambo (gakenke) Health Centre,Health Centre,Public,-1.6303,29.8401999999999,GPS,249
3303539.47267935,-165840.196935994,Rwanda,North,Karwasa Health Centre,Health Centre,Public,-1.4896,29.6762,GPS,250
3319135.33333947,-175695.504153074,Rwanda,North,Kidomo Health Post,Health Post,Public,-1.5781,29.8162999999999,GPS,251
3340664.52285889,-177388.2086348,Rwanda,North,Kigogo Health Centre,Health Centre,Public,-1.5933,30.0096999999999,GPS,252
3294923.34409195,-168368.016711751,Rwanda,North,Kimonyi Health Centre,Health Centre,Public,-1.5123,29.5988,Google Earth,253
3293097.70444294,-161319.139025193,Rwanda,North,Kinigi Health Centre,Health Centre,Public,-1.449,29.5824,GPS,254
3338304.54965407,-184927.578686081,Rwanda,North,Kinihira (Rulindo) Health Centre,Health Centre,Public,-1.661,29.9884999999999,GPS,255
3338315.68160316,-185027.80836495,Rwanda,North,Kinihira Provincial Hospital,Provincial Hospital,Public,-1.6619,29.9886,GPS,256
3332092.92206782,-197356.414899959,Rwanda,North,Kinini Health Centre,Health Centre,Public,-1.7726,29.9327,GPS,257
3309294.69035336,-160049.694084251,Rwanda,North,Kinoni Health Centre,Health Centre,Public,-1.4376,29.7279,GPS,258
3318723.45122355,-152299.534283403,Rwanda,North,Kinyababa Health Centre,Health Centre,Public,-1.368,29.8126,GPS,259
3321061.16053021,-166241.082905912,Rwanda,North,Kirambo (burera) Health Centre,Health Centre,Public,-1.4932,29.8336,GPS,260
3342657.1417441,-180350.471605611,Rwanda,North,Kisaro Health Centre,Health Centre,Public,-1.6199,30.0276,GPS,261
3331937.07478071,-166118.589901071,Rwanda,North,Kivuye Health Centre,Health Centre,Public,-1.4921,29.9313,GPS,262
3346942.94213963,-195975.396963757,Rwanda,North,Kiyanza Health Centre,Health Centre,Public,-1.7602,30.0660999999999,GPS,263
3339751.7030344,-169058.439028136,Rwanda,North,Manyagiro Health Centre,Health Centre,Public,-1.5185,30.0015,GPS,264
3329488.04598326,-180417.290013488,Rwanda,North,Marembo Health Centre,Health Centre,Public,-1.6205,29.9093,GPS,265
3317053.65886164,-166062.91128276,Rwanda,North,Mariba Health Post,Health Post,Public,-1.4916,29.7975999999999,GPS,266
3346286.15714395,-202724.65371358,Rwanda,North,Masoro Health Centre,Health Centre,Public,-1.8208,30.0601999999999,GPS,267
3311042.40635881,-191476.014802402,Rwanda,North,Mataba Health Centre,Health Centre,Public,-1.7198,29.7436,GPS,268
3314014.63676298,-196042.220200299,Rwanda,North,Minazi Health Centre,Health Centre,Public,-1.7608,29.7702999999999,Google Earth,269
3337258.14644062,-179916.152436421,Rwanda,North,Miyove Health Centre,Health Centre,Public,-1.616,29.9790999999999,GPS,270
3302849.29183643,-154637.920361394,Rwanda,North,Mucaca Health Centre,Health Centre,Public,-1.389,29.67,GPS,271
3300422.52693712,-188959.075383795,Rwanda,North,Mugunga Health Post,Health Post,Public,-1.6972,29.6481999999999,GPS,272
3327940.70506122,-200408.05194296,Rwanda,North,Muhondo (gakenke) Health Centre,Health Centre,Public,-1.8,29.8953999999999,GPS,273
3349124.80415918,-181252.521784571,Rwanda,North,Muhondo (kageyo) Health Centre,Health Centre,Public,-1.628,30.0856999999999,GPS,274
3299131.22084393,-166998.313752922,Rwanda,North,Muhoza (Ruhengeri) Health Centre,Health Centre,Public,-1.5,29.6366,GPS,275
3348045.0050985,-170071.804404095,Rwanda,North,Mukarange (Gicumbi) Health Centre,Health Centre,Public,-1.5276,30.076,Google Earth,276
3277780.14250978,-261451.354317609,Rwanda,South,Mushubi Health Centre,Health Centre,Public,-2.348,29.4448,GPS,277
3332671.78341993,-260392.934120632,Rwanda,South,Mututu Health Centre,Health Centre,Public,-2.3385,29.9378999999999,Geonames,278
3322051.90399827,-172076.276055766,Rwanda,North,Ndongozi Health Centre,Health Centre,Public,-1.5456,29.8425,GPS,279
3301869.68031745,-241364.84761961,Rwanda,South,Muyunzwe Health Centre,Health Centre,Public,-2.1677,29.6612,GPS,280
3233051.97110903,-292516.529009096,Rwanda,West,Gikundamvura Health Centre,Health Centre,Public,-2.6268,29.0429999999999,Geonames,281
3304930.96631426,-240919.25137503,Rwanda,South,Mwendo (Gitwe) Health Centre,Health Centre,Public,-2.1637,29.6887,GPS,282
3315840.276412,-182332.759485572,Rwanda,North,Nemba District Hospital,District Hospital,Public,-1.6377,29.7867,GPS,283
3238072.48014382,-273150.168615645,Rwanda,West,Gisakura Health Centre,Health Centre,Public,-2.453,29.0881,GPS,284
3305443.03597191,-240908.111483983,Rwanda,South,Mwendo (Ruhango) Health Post,Health Post,Public,-2.1636,29.6933,Geonames,285
3315818.01251384,-182366.168982204,Rwanda,North,Nemba Health Centre,Health Centre,Public,-1.638,29.7865,GPS,286
3257464.33544001,-189504.78097676,Rwanda,West,Gisenyi District Hospital,District Hospital,Public,-1.7021,29.2623,GPS,287
3299799.13778869,-259613.050141912,Rwanda,South,Mweya Health Centre,Health Centre,Public,-2.3315,29.6426,GPS,288
3316207.63073161,-185261.677793328,Rwanda,North,Nganzo Health Centre,Health Centre,Public,-1.664,29.7899999999999,Other,289
3257508.86323632,-190540.511735723,Rwanda,West,Gisenyi Health Centre,Health Centre,Public,-1.7114,29.2626999999999,GPS,290
3295524.46934222,-265796.523480957,Rwanda,South,Ngara Health Centre,Health Centre,Public,-2.387,29.6041999999999,GPS,291
3311521.08016922,-164325.744725397,Rwanda,North,Ntaruka (kinoni Burera) Health Centre,Health Centre,Public,-1.476,29.7479,GPS,292
3268295.72189419,-248806.480618367,Rwanda,West,Gisovu Health Centre,Health Centre,Public,-2.2345,29.3596,GPS,293
3249204.42922314,-255145.503473659,Rwanda,West,Hanika (Nyamasheke) Health Centre,Health Centre,Public,-2.2914,29.1880999999999,GPS,294
3297249.92144952,-201733.412201424,Rwanda,West,Hindiro Health Centre,Health Centre,CBO,-1.8119,29.6197,GPS,295
3229623.33079261,-300172.434719911,Rwanda,West,Islamic (Bugarama) Health Centre,Health Centre,Public,-2.6955,29.0122,GPS,296
3244506.74671167,-214965.226630867,Rwanda,West,Iwawa Health Centre,Health Centre,Public,-1.9307,29.1459,Google Earth,297
3280551.99783053,-181074.338746484,Rwanda,West,Jenda (Nyabihu) Health Post,Health Post,Public,-1.6264,29.4697,GPS,298
3294478.06612876,-190317.773515072,Rwanda,West,Jomba Health Centre,Health Centre,Public,-1.7094,29.5947999999999,GPS,299
3271000.78552047,-182845.038984076,Rwanda,West,Kabari (Rubavu) Health Centre,Health Centre,Public,-1.6423,29.3839,GPS,300
3271958.13314128,-172521.716501094,Rwanda,West,Kabatwa Health Centre,Health Centre,Public,-1.5496,29.3924999999999,GPS,301
3288077.19540815,-194527.565440172,Rwanda,West,Kabaya District Hospital,District Hospital,Public,-1.7472,29.5372999999999,GPS,302
3288143.98710264,-194538.702567398,Rwanda,West,Kabaya Health Centre,Health Centre,Public,-1.7473,29.5379,GPS,303
3282544.61671573,-216402.069208639,Rwanda,West,Kabona Health Centre,Health Centre,Public,-1.9436,29.4876,GPS,304
3294099.57986008,-208315.793705625,Rwanda,West,Kageyo (ngororero) Health Centre,Health Centre,CBO,-1.871,29.5914,GPS,305
3230569.54646435,-272425.930038231,Rwanda,West,Kamonyi (ruharambuga) Health Centre,Health Centre,Public,-2.4465,29.0207,GPS,306
3255861.33477259,-257652.2161081,Rwanda,West,Karambi (nyamasheke) Health Centre,Health Centre,Public,-2.3139,29.2479,GPS,307
3270277.20883032,-191119.632197286,Rwanda,West,Karambo (rubavu) Health Centre,Health Centre,Public,-1.7166,29.3774,GPS,308
3281286.70646976,-176285.722068044,Rwanda,West,Kareba Health Centre,Health Centre,Public,-1.5834,29.4762999999999,GPS,309
3252967.02801196,-251736.437427025,Rwanda,West,Karengera Health Centre,Health Centre,Public,-2.2608,29.2219,GPS,310
3260636.94092762,-232375.168174295,Rwanda,West,Karora Health Centre,Health Centre,Public,-2.087,29.2908,GPS,311
3278492.58725086,-207636.383777006,Rwanda,West,Karumbi Health Centre,Health Centre,Public,-1.8649,29.4512,GPS,312
3266525.74199057,-210120.139761155,Rwanda,West,Kayove Health Centre,Health Centre,Public,-1.8872,29.3436999999999,GPS,313
3257341.88400012,-244907.379834803,Rwanda,West,Kibingo (nyamasheke) Health Centre,Health Centre,Public,-2.1995,29.2611999999999,GPS,314
3268028.55511628,-222283.214503362,Rwanda,West,Kibingo (rutsiro) Health Centre,Health Centre,Public,-1.9964,29.3571999999999,GPS,315
3242981.6696878,-259022.569139199,Rwanda,West,Kibogora District Hospital,District Hospital,Public,-2.3262,29.1322,GPS,316
3243549.39909085,-259523.920791575,Rwanda,West,Kibogora Health Centre,Health Centre,Public,-2.3307,29.1373,GPS,317
3266703.85317585,-230258.706703507,Rwanda,West,Kibuye Health Centre,Health Centre,Public,-2.068,29.3453,GPS,318
3266815.17266663,-230147.314698578,Rwanda,West,Kibuye Referral Hospital,Referral Hospital,Public,-2.067,29.3462999999999,GPS,319
3259278.84313994,-194950.776691909,Rwanda,West,Kigufi Health Centre,Health Centre,Public,-1.751,29.2786,GPS,320
3266826.30461571,-203972.065721172,Rwanda,West,Kinihira (rutsiro) Health Centre,Health Centre,Public,-1.832,29.3463999999999,GPS,321
3289724.72387189,-178791.381023951,Rwanda,West,Kintobo Health Centre,Health Centre,Public,-1.6059,29.5520999999999,GPS,322
3261037.69109447,-212414.57941311,Rwanda,West,Kinunu Health Centre,Health Centre,Public,-1.9078,29.2944,GPS,323
3275230.92617062,-235126.606357616,Rwanda,West,Kirambo (gitesi) Health Centre,Health Centre,Public,-2.1117,29.4219,GPS,324
3297873.31059796,-215433.034641428,Rwanda,West,Kirinda District Hospital,District Hospital,Public,-1.9349,29.6252999999999,GPS,325
3292485.44724356,-243336.625165115,Rwanda,West,Kirinda Health Centre,Health Centre,Public,-2.1854,29.5768999999999,GPS,326
3263965.39370233,-197813.043829835,Rwanda,West,Kivumu (rutsiro) Health Centre,Health Centre,Public,-1.7767,29.3206999999999,GPS,327
3301891.9442156,-198915.639819185,Rwanda,West,Kiziguro (ngororero) Fosacom Community-owned health facility,Health Post,CBO,-1.7866,29.6614,Geonames,328
3278281.08021835,-179570.924973912,Rwanda,West,Kora Health Centre,Health Centre,Public,-1.6129,29.4493,GPS,329
3286040.04872663,-213238.802291678,Rwanda,West,Mabuye Fosacom Community-owned health facility,Health Post,CBO,-1.9152,29.5189999999999,GPS,330
3259891.10033929,-247458.495338996,Rwanda,West,Mahembe Health Centre,Health Centre,Public,-2.2224,29.2840999999999,GPS,331
3229077.86528772,-289173.47149941,Rwanda,West,Mashesha Health Centre,Health Centre,Public,-2.5968,29.0073,GPS,332
3223111.1405812,-285919.638437816,Rwanda,West,Mibilizi District Hospital,District Hospital,Public,-2.5676,28.9537,GPS,333
3223177.93227568,-285964.210989172,Rwanda,West,Mibilizi Health Centre,Health Centre,Public,-2.568,28.9543,GPS,334
3218591.569255,-275133.486149349,Rwanda,West,Mont Cyangugu Health Centre,Health Centre,Public,-2.4708,28.9131,Google Earth,335
3257820.55781054,-235806.118048671,Rwanda,West,Mpembe Health Centre,Health Centre,Public,-2.1178,29.2654999999999,GPS,336
3263241.81701218,-237499.339163603,Rwanda,West,Mubuga Health Centre,Health Centre,Public,-2.133,29.3142,GPS,337
3270210.41713583,-178613.199924997,Rwanda,West,Mudende Health Centre,Health Centre,Public,-1.6043,29.3767999999999,GPS,338
3232172.54713178,-266164.197270231,Rwanda,West,Mugera Health Centre,Health Centre,Public,-2.3903,29.0351,GPS,339
3260848.44796012,-242824.183575088,Rwanda,West,Mugonero District Hospital,District Hospital,Public,-2.1808,29.2927,GPS,340
3260870.71185827,-242980.143893007,Rwanda,West,Mugonero Health Centre,Health Centre,Public,-2.1822,29.2928999999999,GPS,341
3297873.31059796,-215433.034641428,Rwanda,West,Muhororo District Hospital,District Hospital,Public,-1.9349,29.6252999999999,GPS,342
3298040.28983415,-215277.09850931,Rwanda,West,Muhororo Health Centre,Health Centre,Public,-1.9335,29.6267999999999,GPS,343
3229545.40714906,-263144.841612187,Rwanda,West,Mukoma (nyamasheke) Health Centre,Health Centre,Public,-2.3632,29.0115,GPS,344
3275453.5651522,-246411.307791194,Rwanda,West,Mukungu Health Centre,Health Centre,Public,-2.213,29.4239,GPS,345
3282466.69307217,-223619.86460163,Rwanda,West,Mukura Health Centre,Health Centre,Public,-2.0084,29.4868999999999,GPS,346
3293220.15588281,-235382.815370056,Rwanda,West,Munzanga Health Centre,Health Centre,Public,-2.114,29.5835,GPS,347
3296448.42111581,-197133.669447607,Rwanda,West,Muramba Health Centre,Health Centre,Public,-1.7706,29.6125,GPS,348
3256751.89069893,-186197.158000128,Rwanda,West,Murara Health Centre,Health Centre,Public,-1.6724,29.2559,GPS,349
3270132.49349228,-212303.1982153,Rwanda,West,Murunda District Hospital,District Hospital,Public,-1.9068,29.3761,GPS,350
3270199.28518676,-213238.802291678,Rwanda,West,Murunda Health Centre,Health Centre,Public,-1.9152,29.3767,GPS,351
3276822.79488895,-242088.944029422,Rwanda,West,Musango Health Centre,Health Centre,Public,-2.1742,29.4361999999999,GPS,352
3267082.33944455,-218451.538101818,Rwanda,West,Musasa Health Centre,Health Centre,Public,-1.962,29.3487,GPS,353
3223044.34888672,-293731.193079194,Rwanda,West,Mushaka Health Centre,Health Centre,Public,-2.6377,28.9530999999999,GPS,354
3272781.89737315,-224098.833272954,Rwanda,West,Mushubati Health Centre,Health Centre,Public,-2.0127,29.3998999999999,GPS,355
3280529.73393238,-187166.052435998,Rwanda,West,Mutaho (nyabihu) Health Post,Health Post,Public,-1.6811,29.4695,GPS,356
3230747.65764962,-259835.873739471,Rwanda,West,Muyange Health Centre,Health Centre,Public,-2.3335,29.0223,GPS,357
3285082.70110582,-243280.924916294,Rwanda,West,Mwendo (karongi) Health Centre,Health Centre,Public,-2.1849,29.5104,GPS,358
3231649.34552505,-280682.460210275,Rwanda,West,Mwezi Health Centre,Health Centre,Public,-2.5206,29.0304,GPS,359
3285238.54839293,-184370.747967489,Rwanda,West,Mwiyanike Health Centre,Health Centre,Public,-1.656,29.5118,GPS,360
3295980.87925448,-223274.562388141,Rwanda,West,Ndaro Fosacom Community-owned health facility,Health Post,CBO,-2.0053,29.6083,GPS,361
3256941.13383328,-255981.06995614,Rwanda,West,Ngange Health Centre,Health Centre,Public,-2.2989,29.2576,GPS,362
3220350.41720952,-270242.093387887,Rwanda,West,Nkanka Health Centre,Health Centre,Public,-2.4269,28.9288999999999,GPS,363
3216543.2906244,-267846.594691993,Rwanda,West,Nkombo Health Centre,Health Centre,Public,-2.4054,28.8947,GPS,364
3229011.07359324,-283122.738660755,Rwanda,West,Nkungu Health Centre,Health Centre,Public,-2.5425,29.0066999999999,GPS,365
3296849.17128266,-211434.427090899,Rwanda,West,Ntaganzwa Health Centre,Health Centre,Public,-1.899,29.6160999999999,GPS,366
3295257.30256433,-220066.624571299,Rwanda,West,Ntobwe Health Centre,Health Centre,Public,-1.9765,29.6018,GPS,367
3267160.26308809,-196164.729523171,Rwanda,West,Nyabirasi Health Centre,Health Centre,Public,-1.7619,29.3493999999999,GPS,368
3236046.46541138,-285083.905681193,Rwanda,West,Nyabitimbo Health Centre,Health Centre,Public,-2.5601,29.0699,GPS,369
3231315.38705267,-285574.201637775,Rwanda,West,Nyakabuye Health Centre,Health Centre,Public,-2.5645,29.0274,Google Earth,370
3218814.20823657,-282888.737567579,Rwanda,West,Nyakarenzo Health Centre,Health Centre,Public,-2.5404,28.9150999999999,GPS,371
3298697.07482984,-181252.521784571,Rwanda,West,Nyakigezi Health Centre,Health Centre,Public,-1.628,29.6327,GPS,372
3296047.67094895,-181620.02474742,Rwanda,West,Nyakiliba Health Centre,Health Centre,Public,-1.6313,29.6088999999999,GPS,373
3267249.31868074,-187756.300586651,Rwanda,West,Nyakiriba Health Centre,Health Centre,Public,-1.6864,29.3502,Geonames,374
3238272.85522725,-260693.747551637,Rwanda,West,Nyamasheke Health Centre,Health Centre,Public,-2.3412,29.0899,GPS,375
3298018.025936,-216045.642121807,Rwanda,West,Nyamisa Fosacom Community-owned health facility,Health Post,CBO,-1.9404,29.6266,Combination,376
3300211.01990463,-204406.434230717,Rwanda,West,Nyange A Health Centre,Health Centre,Public,-1.8359,29.6463,GPS,377
3294622.7814668,-228621.251282079,Rwanda,West,Nyange B Health Centre,Health Centre,Public,-2.0533,29.5961,GPS,378
3265201.04005014,-189593.875899035,Rwanda,West,Nyundo (rubavu) Health Centre,Health Centre,Public,-1.7029,29.3318,GPS,379
3287208.90337996,-208872.688851567,Rwanda,West,Ramba Health Centre,Health Centre,Public,-1.876,29.5294999999999,GPS,380
3286240.42381007,-186987.864630177,Rwanda,West,Rambura Health Centre,Health Centre,Public,-1.6795,29.5208,GPS,381
3246788.79627292,-268024.863057757,Rwanda,West,Rangiro Health Centre,Health Centre,Public,-2.407,29.1663999999999,GPS,382
3284281.20077211,-197790.769224394,Rwanda,West,Rubaya (ngororera) Health Centre,Health Centre,Public,-1.7765,29.5032,GPS,383
3274251.31465164,-227251.147099776,Rwanda,West,Rubengera Health Centre,Health Centre,Public,-2.041,29.4131,GPS,384
3300890.06879847,-218340.153345367,Rwanda,West,Rubona (ngororera) Health Centre,Health Centre,Public,-1.961,29.6524,GPS,385
3288121.72320448,-230225.289094659,Rwanda,West,Rufungo Health Centre,Health Centre,Public,-2.0677,29.5377,GPS,386
3282266.31798874,-234034.937419548,Rwanda,West,Rugabano Health Centre,Health Centre,Public,-2.1019,29.4850999999999,GPS,387
3288900.95964002,-212102.712222313,Rwanda,West,Rugari Fosacom Community-owned health facility,Health Post,CBO,-1.905,29.5446999999999,GPS,388
3247189.54643979,-261885.865743366,Rwanda,West,Ruheru (kanjongo Nyamasheke) Health Centre,Health Centre,Public,-2.3519,29.17,GPS,389
3299999.51287212,-207580.694543134,Rwanda,West,Ruhunga Fosacom Community-owned health facility,Health Post,CBO,-1.8644,29.6444,GPS,390
3292285.07216013,-184771.665943022,Rwanda,West,Rurembo Health Centre,Health Centre,Public,-1.6596,29.5750999999999,GPS,391
3216354.04749005,-277607.099230021,Rwanda,West,Rusizi Health Centre,Health Centre,Public,-2.493,28.893,GPS,392
3298496.69974641,-204963.318321904,Rwanda,West,Rususa Health Centre,Health Centre,Public,-1.8409,29.6309,GPS,393
3279138.24029746,-213238.802291678,Rwanda,West,Rutsiro Health Centre,Health Centre,Public,-1.9152,29.457,GPS,394
3287754.36888486,-176575.263483453,Rwanda,West,Rwankeri Health Centre,Health Centre,Public,-1.586,29.5344,GPS,395
3221007.2022052,-293798.055630308,Rwanda,West,Rwinzuki Health Centre,Health Centre,Public,-2.6383,28.9347999999999,Geonames,396
3298296.32466298,-187266.283140943,Rwanda,West,Shyira District Hospital,District Hospital,Public,-1.682,29.6291,GPS,397
3286240.42381007,-186932.180970785,Rwanda,West,Shyira Health Centre,Health Centre,Public,-1.679,29.5208,GPS,398
3250440.07557095,-267980.295946704,Rwanda,West,Yove Health Centre,Health Centre,Public,-2.4066,29.1992,GPS,399
3304697.19538358,-302178.419884613,Rwanda,South,Ngera Health Centre,Health Centre,Public,-2.7135,29.6865999999999,GPS,400
3298941.97770957,-175884.81916925,Rwanda,North,Nyakinama Health Centre,Health Centre,Public,-1.5798,29.6348999999999,GPS,401
3305854.91808783,-305521.794965024,Rwanda,South,Ngoma Health Centre,Health Centre,Public,-2.7435,29.6969999999999,GPS,402
3326549.2114263,-178568.654672038,Rwanda,North,Nyamugali Health Centre,Health Centre,Public,-1.6039,29.8828999999999,GPS,403
3326827.5101533,-270364.654807871,Rwanda,South,Ntyazo Health Centre,Health Centre,Public,-2.428,29.8854,GPS,404
3316285.55437517,-200530.563872022,Rwanda,North,Nyange (ruli) Health Centre,Health Centre,Public,-1.8011,29.7907,GPS,405
3313958.9770176,-209540.96512824,Rwanda,South,Nyabikenke Health Centre,Health Centre,Public,-1.882,29.7698,GPS,406
3291205.27309945,-165372.4974655,Rwanda,North,Nyarubuye (musanze) Health Post,Health Post,Public,-1.4854,29.5654,GPS,407
3277735.61471346,-299503.779601409,Rwanda,South,Nyabimata Health Centre,Health Centre,Public,-2.6895,29.4444,GPS,408
3301569.1176923,-178568.654672038,Rwanda,North,Nyundo (gakenke) Health Centre,Health Centre,Public,-1.6039,29.6585,GPS,409
3304329.84106397,-197400.964019296,Rwanda,South,Nyabinoni Health Centre,Health Centre,Public,-1.773,29.6832999999999,GPS,410
3339907.55032151,-198848.815650997,Rwanda,North,Remera-mbogo Health Centre,Health Centre,Public,-1.786,30.0029,GPS,411
3324690.17593006,-232920.996587492,Rwanda,South,Nyagihamba Health Centre,Health Centre,Public,-2.0919,29.8661999999999,GPS,412
3339228.50142767,-162978.335474206,Rwanda,North,Rubaya (gicumbi) Health Centre,Health Centre,Public,-1.4639,29.9968,GPS,413
3293275.81562821,-276492.853960981,Rwanda,South,Nyamagabe Health Centre,Health Centre,Public,-2.483,29.584,GPS,414
3310240.9060251,-156642.267813946,Rwanda,North,Rugarama Health Centre,Health Centre,Public,-1.407,29.7364,Google Earth,415
3344560.70503666,-173011.701962692,Rwanda,North,Ruhenda Health Centre,Health Centre,Public,-1.554,30.0446999999999,GPS,416
3299142.35279301,-167644.188981678,Rwanda,North,Ruhengeri Referral Hospital,Referral Hospital,Public,-1.5058,29.6367,GPS,417
3312244.65685938,-181720.252932765,Rwanda,North,Ruhinga Health Post,Health Post,Public,-1.6322,29.7544,GPS,418
3314426.51887893,-168111.892806065,Rwanda,North,Ruhombo Health Centre,Health Centre,Public,-1.51,29.774,GPS,419
3333083.66553588,-175160.968471596,Rwanda,North,Ruhunde Health Centre,Health Centre,Public,-1.5733,29.9416,GPS,420
3333796.11027696,-180762.518769702,Rwanda,North,Rukozo Health Centre,Health Centre,Public,-1.6236,29.948,GPS,421
3320571.35477072,-188825.43340871,Rwanda,North,Rukura Health Centre,Health Centre,Public,-1.696,29.8292,GPS,422
3322820.00848473,-203704.762493167,Rwanda,North,Ruli District Hospital,District Hospital,Public,-1.8296,29.8493999999999,GPS,423
3324155.84237426,-190696.428628385,Rwanda,North,Ruli Health Centre,Health Centre,Public,-1.7128,29.8614,GPS,424
3331870.28308623,-192088.548801884,Rwanda,North,Rulindo Health Centre,Health Centre,Public,-1.7253,29.9307,GPS,425
3325157.7177914,-161552.984841266,Rwanda,North,Rusasa Health Centre,Health Centre,Public,-1.4511,29.8704,GPS,426
3349759.32525671,-161987.270504521,Rwanda,North,Rushaki Health Centre,Health Centre,Public,-1.455,30.0914,GPS,427
3323788.48805464,-192155.37079978,Rwanda,North,Rushashi Health Centre,Health Centre,Public,-1.7259,29.8581,GPS,428
3303906.82699896,-190640.74401079,Rwanda,North,Rusoro Health Centre,Health Centre,Public,-1.7123,29.6795,GPS,429
3308793.75264479,-186263.978167889,Rwanda,North,Rutake Health Centre,Health Centre,Public,-1.673,29.7234,GPS,430
3359299.40561768,-192689.947542617,Rwanda,North,Rutare (gicumbi) Health Centre,Health Centre,Public,-1.7307,30.1770999999999,GPS,431
3323109.4391608,-185540.094104199,Rwanda,North,Rutenderi Health Centre,Health Centre,Public,-1.6665,29.852,GPS,432
3335933.44450018,-211367.598705498,Rwanda,North,Rutonde Health Centre,Health Centre,Public,-1.8984,29.9671999999999,GPS,433
